name,gender,medal_type,country,event,discipline,url
IRIE Sena,Female,Gold ,Japan,Women's Feather (54-57kg),Boxing,../../../en/results/boxing/athlete-profile-n1316676-irie-sena.htm
PETECIO Nesthy,Female,Silver ,Philippines,Women's Feather (54-57kg),Boxing,../../../en/results/boxing/athlete-profile-n1464216-petecio-nesthy.htm
JORGE ENRIQUEZ Fernando Dayan,Male,Gold ,Cuba,Men's Canoe Double 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1362346-jorge-enriquez-fernando-dayan.htm
TORRES MADRIGAL Serguey,Male,Gold ,Cuba,Men's Canoe Double 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1307516-torres-madrigal-serguey.htm
LIU Hao,Male,Silver ,People's Republic of China,Men's Canoe Double 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1324788-liu-hao.htm
ZHENG Pengfei,Male,Silver ,People's Republic of China,Men's Canoe Double 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1324751-zheng-pengfei.htm
HECKER Tim,Male,Bronze ,Germany,Men's Canoe Double 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1333379-hecker-tim.htm
BRENDEL Sebastian,Male,Bronze ,Germany,Men's Canoe Double 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1333346-brendel-sebastian.htm
KOPASZ Balint,Male,Gold ,Hungary,Men's Kayak Single 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1302960-kopasz-balint.htm
VARGA Adam,Male,Silver ,Hungary,Men's Kayak Single 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1303727-varga-adam.htm
PIMENTA Fernando,Male,Bronze ,Portugal,Men's Kayak Single 1000m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1449023-pimenta-fernando.htm
CARRINGTON Lisa,Female,Gold ,New Zealand,Women's Kayak Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1459729-carrington-lisa.htm
REGAL Caitlin,Female,Gold ,New Zealand,Women's Kayak Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1459737-regal-caitlin.htm
PULAWSKA Anna,Female,Silver ,Poland,Women's Kayak Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1317114-pulawska-anna.htm
NAJA Karolina,Female,Silver ,Poland,Women's Kayak Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1317117-naja-karolina.htm
KOZAK Danuta,Female,Bronze ,Hungary,Women's Kayak Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1302981-kozak-danuta.htm
BODONYI Dora,Female,Bronze ,Hungary,Women's Kayak Double 500m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1301880-bodonyi-dora.htm
CARRINGTON Lisa,Female,Gold ,New Zealand,Women's Kayak Single 200m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1459729-carrington-lisa.htm
PORTELA Teresa,Female,Silver ,Spain,Women's Kayak Single 200m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1358253-portela-teresa.htm
JORGENSEN Emma Aastrand,Female,Bronze ,Denmark,Women's Kayak Single 200m,Canoe Sprint,../../../en/results/canoe-sprint/athlete-profile-n1366771-jorgensen-emma-aastrand.htm
van den BERG Roy,Male,Gold ,Netherlands,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1467903-van-den-berg-roy.htm
HOOGLAND Jeffrey,Male,Gold ,Netherlands,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1467923-hoogland-jeffrey.htm
BUCHLI Matthijs,Male,Gold ,Netherlands,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1467910-buchli-matthijs.htm
LAVREYSEN Harrie,Male,Gold ,Netherlands,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1467933-lavreysen-harrie.htm
CARLIN Jack,Male,Silver ,Great Britain,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474934-carlin-jack.htm
KENNY Jason,Male,Silver ,Great Britain,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474957-kenny-jason.htm
OWENS Ryan,Male,Silver ,Great Britain,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474964-owens-ryan.htm
VIGIER Sebastien,Male,Bronze ,France,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1398930-vigier-sebastien.htm
HELAL Rayan,Male,Bronze ,France,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1398938-helal-rayan.htm
GRENGBO Florian,Male,Bronze ,France,Men's Team Sprint,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1398948-grengbo-florian.htm
BRENNAUER Lisa,Female,Gold ,Germany,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1330503-brennauer-lisa.htm
BRAUSSE Franziska,Female,Gold ,Germany,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1330504-brausse-franziska.htm
KROEGER Mieke,Female,Gold ,Germany,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1330505-kroeger-mieke.htm
KLEIN Lisa,Female,Gold ,Germany,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1330510-klein-lisa.htm
ARCHIBALD Katie,Female,Silver ,Great Britain,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474926-archibald-katie.htm
BARKER Elinor,Female,Silver ,Great Britain,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474928-barker-elinor.htm
EVANS Neah,Female,Silver ,Great Britain,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474946-evans-neah.htm
KENNY Laura,Female,Silver ,Great Britain,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474958-kenny-laura.htm
KNIGHT Josie,Female,Silver ,Great Britain,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1474959-knight-josie.htm
WILLIAMS Lily,Female,Bronze ,United States of America,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1671134-williams-lily.htm
DYGERT Chloe,Female,Bronze ,United States of America,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1342530-dygert-chloe.htm
WHITE Emma,Female,Bronze ,United States of America,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1342547-white-emma.htm
VALENTE Jennifer,Female,Bronze ,United States of America,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1342568-valente-jennifer.htm
JASTRAB Megan,Female,Bronze ,United States of America,Women's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1342586-jastrab-megan.htm
XIE Siyi,Male,Gold ,People's Republic of China,Men's 3m Springboard,Diving,../../../en/results/diving/athlete-profile-n1329532-xie-siyi.htm
WANG Zongyuan,Male,Silver ,People's Republic of China,Men's 3m Springboard,Diving,../../../en/results/diving/athlete-profile-n1329811-wang-zongyuan.htm
LAUGHER Jack,Male,Bronze ,Great Britain,Men's 3m Springboard,Diving,../../../en/results/diving/athlete-profile-n1444129-laugher-jack.htm
SCOTT Giles,Male,Gold ,Great Britain,Men's One Person Dinghy (Heavyweight) - Finn,Sailing,../../../en/results/sailing/athlete-profile-n1468370-scott-giles.htm
BERECZ Zsombor,Male,Silver ,Hungary,Men's One Person Dinghy (Heavyweight) - Finn,Sailing,../../../en/results/sailing/athlete-profile-n1364244-berecz-zsombor.htm
CARDONA MENDEZ Joan,Male,Bronze ,Spain,Men's One Person Dinghy (Heavyweight) - Finn,Sailing,../../../en/results/sailing/athlete-profile-n1352439-cardona-mendez-joan.htm
BITHELL Stuart,Male,Gold ,Great Britain,Men's Skiff - 49er,Sailing,../../../en/results/sailing/athlete-profile-n1468348-bithell-stuart.htm
FLETCHER Dylan,Male,Gold ,Great Britain,Men's Skiff - 49er,Sailing,../../../en/results/sailing/athlete-profile-n1468355-fletcher-dylan.htm
BURLING Peter,Male,Silver ,New Zealand,Men's Skiff - 49er,Sailing,../../../en/results/sailing/athlete-profile-n1464417-burling-peter.htm
TUKE Blair,Male,Silver ,New Zealand,Men's Skiff - 49er,Sailing,../../../en/results/sailing/athlete-profile-n1464435-tuke-blair.htm
HEIL Erik,Male,Bronze ,Germany,Men's Skiff - 49er,Sailing,../../../en/results/sailing/athlete-profile-n1306483-heil-erik.htm
PLOESSEL Thomas,Male,Bronze ,Germany,Men's Skiff - 49er,Sailing,../../../en/results/sailing/athlete-profile-n1306485-ploessel-thomas.htm
BANTI Caterina,Mixed,Gold ,Italy,Mixed Multihull - Nacra 17 Foiling,Sailing,../../../en/results/sailing/athlete-profile-n1335020-banti-caterina.htm
TITA Ruggero,Mixed,Gold ,Italy,Mixed Multihull - Nacra 17 Foiling,Sailing,../../../en/results/sailing/athlete-profile-n1352257-tita-ruggero.htm
GIMSON John,Mixed,Silver ,Great Britain,Mixed Multihull - Nacra 17 Foiling,Sailing,../../../en/results/sailing/athlete-profile-n1468357-gimson-john.htm
BURNET Anna,Mixed,Silver ,Great Britain,Mixed Multihull - Nacra 17 Foiling,Sailing,../../../en/results/sailing/athlete-profile-n1468351-burnet-anna.htm
STUHLEMMER Alica,Mixed,Bronze ,Germany,Mixed Multihull - Nacra 17 Foiling,Sailing,../../../en/results/sailing/athlete-profile-n1306512-stuhlemmer-alica.htm
KOHLHOFF Paul,Mixed,Bronze ,Germany,Mixed Multihull - Nacra 17 Foiling,Sailing,../../../en/results/sailing/athlete-profile-n1306490-kohlhoff-paul.htm
KUNZE Kahena,Female,Gold ,Brazil,Women's Skiff - 49er FX,Sailing,../../../en/results/sailing/athlete-profile-n1357252-kunze-kahena.htm
GRAEL Martine,Female,Gold ,Brazil,Women's Skiff - 49er FX,Sailing,../../../en/results/sailing/athlete-profile-n1357254-grael-martine.htm
BEUCKE Susann,Female,Silver ,Germany,Women's Skiff - 49er FX,Sailing,../../../en/results/sailing/athlete-profile-n1306486-beucke-susann.htm
LUTZ Tina,Female,Silver ,Germany,Women's Skiff - 49er FX,Sailing,../../../en/results/sailing/athlete-profile-n1306491-lutz-tina.htm
BEKKERING Annemiek,Female,Bronze ,Netherlands,Women's Skiff - 49er FX,Sailing,../../../en/results/sailing/athlete-profile-n1467593-bekkering-annemiek.htm
DUETZ Annette,Female,Bronze ,Netherlands,Women's Skiff - 49er FX,Sailing,../../../en/results/sailing/athlete-profile-n1467597-duetz-annette.htm
DJURAEV Akbar,Male,Gold ,Uzbekistan,Men's 109kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1308558-djuraev-akbar.htm
MARTIROSYAN Simon,Male,Silver ,Armenia,Men's 109kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1302927-martirosyan-simon.htm
PLESNIEKS Arturs,Male,Bronze ,Latvia,Men's 109kg,Weightlifting,../../../en/results/weightlifting/athlete-profile-n1467129-plesnieks-arturs.htm
LORINCZ Tamas,Male,Gold ,Hungary,Men's Greco-Roman 77kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1334398-lorincz-tamas.htm
MAKHMUDOV Akzhol,Male,Silver ,Kyrgyzstan,Men's Greco-Roman 77kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1464524-makhmudov-akzhol.htm
HUSEYNOV Rafig,Male,Bronze ,Azerbaijan,Men's Greco-Roman 77kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1433016-huseynov-rafig.htm
YABIKU Shohei,Male,Bronze ,Japan,Men's Greco-Roman 77kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1316569-yabiku-shohei.htm
EVLOEV Musa,Male,Gold ,ROC,Men's Greco-Roman 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1436164-evloev-musa.htm
ALEKSANYAN Artur,Male,Silver ,Armenia,Men's Greco-Roman 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1280236-aleksanyan-artur.htm
MICHALIK Tadeusz,Male,Bronze ,Poland,Men's Greco-Roman 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1316959-michalik-tadeusz.htm
SARAVI Mohammadhadi,Male,Bronze ,Islamic Republic of Iran,Men's Greco-Roman 97kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1288223-saravi-mohammadhadi.htm
MENSAH STOCK Tamyra Mariama,Female,Gold ,United States of America,Women's Freestyle 68kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1348084-mensah-stock-tamyra-mariama.htm
OBORUDUDU Blessing,Female,Silver ,Nigeria,Women's Freestyle 68kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1351078-oborududu-blessing.htm
CHERKASOVA Alla,Female,Bronze ,Ukraine,Women's Freestyle 68kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1483816-cherkasova-alla.htm
ZHUMANAZAROVA Meerim,Female,Bronze ,Kyrgyzstan,Women's Freestyle 68kg,Wrestling,../../../en/results/wrestling/athlete-profile-n1463912-zhumanazarova-meerim.htm
KOLESNICHENKO Svetlana,Female,Gold ,ROC,Duet,Artistic Swimming,../../../en/results/artistic-swimming/athlete-profile-n1431699-kolesnichenko-svetlana.htm
ROMASHINA Svetlana,Female,Gold ,ROC,Duet,Artistic Swimming,../../../en/results/artistic-swimming/athlete-profile-n1431698-romashina-svetlana.htm
HUANG Xuechen,Female,Silver ,People's Republic of China,Duet,Artistic Swimming,../../../en/results/artistic-swimming/athlete-profile-n1380677-huang-xuechen.htm
SUN Wenyan,Female,Silver ,People's Republic of China,Duet,Artistic Swimming,../../../en/results/artistic-swimming/athlete-profile-n1380672-sun-wenyan.htm
SAVCHUK Anastasiya,Female,Bronze ,Ukraine,Duet,Artistic Swimming,../../../en/results/artistic-swimming/athlete-profile-n1449827-savchuk-anastasiya.htm
FIEDINA Marta,Female,Bronze ,Ukraine,Duet,Artistic Swimming,../../../en/results/artistic-swimming/athlete-profile-n1449828-fiedina-marta.htm
de GRASSE Andre,Male,Gold ,Canada,Men's 200m,Athletics,../../../en/results/athletics/athlete-profile-n1432433-de-grasse-andre.htm
BEDNAREK Kenneth,Male,Silver ,United States of America,Men's 200m,Athletics,../../../en/results/athletics/athlete-profile-n1458427-bednarek-kenneth.htm
LYLES Noah,Male,Bronze ,United States of America,Men's 200m,Athletics,../../../en/results/athletics/athlete-profile-n1458743-lyles-noah.htm
KORIR Emmanuel Kipkurui,Male,Gold ,Kenya,Men's 800m,Athletics,../../../en/results/athletics/athlete-profile-n1402343-korir-emmanuel-kipkurui.htm
ROTICH Ferguson Cheruiyot,Male,Silver ,Kenya,Men's 800m,Athletics,../../../en/results/athletics/athlete-profile-n1402332-rotich-ferguson-cheruiyot.htm
DOBEK Patryk,Male,Bronze ,Poland,Men's 800m,Athletics,../../../en/results/athletics/athlete-profile-n1324450-dobek-patryk.htm
WARNER Damian,Male,Gold ,Canada,Men's Decathlon,Athletics,../../../en/results/athletics/athlete-profile-n1432682-warner-damian.htm
MAYER Kevin,Male,Silver ,France,Men's Decathlon,Athletics,../../../en/results/athletics/athlete-profile-n1391435-mayer-kevin.htm
MOLONEY Ashley,Male,Bronze ,Australia,Men's Decathlon,Athletics,../../../en/results/athletics/athlete-profile-n1553474-moloney-ashley.htm
NOWICKI Wojciech,Male,Gold ,Poland,Men's Hammer Throw,Athletics,../../../en/results/athletics/athlete-profile-n1324472-nowicki-wojciech.htm
HENRIKSEN Eivind,Male,Silver ,Norway,Men's Hammer Throw,Athletics,../../../en/results/athletics/athlete-profile-n1343563-henriksen-eivind.htm
FAJDEK Pawel,Male,Bronze ,Poland,Men's Hammer Throw,Athletics,../../../en/results/athletics/athlete-profile-n1324455-fajdek-pawel.htm
CHEMUTAI Peruth,Female,Gold ,Uganda,Women's 3000m Steeplechase,Athletics,../../../en/results/athletics/athlete-profile-n1450069-chemutai-peruth.htm
FRERICHS Courtney,Female,Silver ,United States of America,Women's 3000m Steeplechase,Athletics,../../../en/results/athletics/athlete-profile-n1453148-frerichs-courtney.htm
KIYENG Hyvin,Female,Bronze ,Kenya,Women's 3000m Steeplechase,Athletics,../../../en/results/athletics/athlete-profile-n1402349-kiyeng-hyvin.htm
McLAUGHLIN Sydney,Female,Gold ,United States of America,Women's 400m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1458998-mclaughlin-sydney.htm
MUHAMMAD Dalilah,Female,Silver ,United States of America,Women's 400m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1453236-muhammad-dalilah.htm
BOL Femke,Female,Bronze ,Netherlands,Women's 400m Hurdles,Athletics,../../../en/results/athletics/athlete-profile-n1476201-bol-femke.htm
THIAM Nafissatou,Female,Gold ,Belgium,Women's Heptathlon,Athletics,../../../en/results/athletics/athlete-profile-n1393415-thiam-nafissatou.htm
VETTER Anouk,Female,Silver ,Netherlands,Women's Heptathlon,Athletics,../../../en/results/athletics/athlete-profile-n1476264-vetter-anouk.htm
OOSTERWEGEL Emma,Female,Bronze ,Netherlands,Women's Heptathlon,Athletics,../../../en/results/athletics/athlete-profile-n1476237-oosterwegel-emma.htm
LOPEZ Arlen,Male,Gold ,Cuba,Men's Light Heavy (75-81kg),Boxing,../../../en/results/boxing/athlete-profile-n1306628-lopez-arlen.htm
WHITTAKER Benjamin,Male,Silver ,Great Britain,Men's Light Heavy (75-81kg),Boxing,../../../en/results/boxing/athlete-profile-n1443487-whittaker-benjamin.htm
KUNKABAYEV Kamshybek,Male,Bronze ,Kazakhstan,Men's Super Heavy (+91kg),Boxing,../../../en/results/boxing/athlete-profile-n1307851-kunkabayev-kamshybek.htm
CLARKE Frazer,Male,Bronze ,Great Britain,Men's Super Heavy (+91kg),Boxing,../../../en/results/boxing/athlete-profile-n1443288-clarke-frazer.htm
HUANG Hsiao-Wen,Female,Bronze ,Chinese Taipei,Women's Fly (48-51kg),Boxing,../../../en/results/boxing/athlete-profile-n1431191-huang-hsiao-wen.htm
NAMIKI Tsukimi,Female,Bronze ,Japan,Women's Fly (48-51kg),Boxing,../../../en/results/boxing/athlete-profile-n1316675-namiki-tsukimi.htm
BORGOHAIN Lovlina,Female,Bronze ,India,Women's Welter (64-69kg),Boxing,../../../en/results/boxing/athlete-profile-n1313215-borgohain-lovlina.htm
JONES Oshae,Female,Bronze ,United States of America,Women's Welter (64-69kg),Boxing,../../../en/results/boxing/athlete-profile-n1309322-jones-oshae.htm
CONSONNI Simone,Male,Gold ,Italy,Men's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1346202-consonni-simone.htm
GANNA Filippo,Male,Gold ,Italy,Men's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1346205-ganna-filippo.htm
MILAN Jonathan,Male,Gold ,Italy,Men's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1346208-milan-jonathan.htm
LAMON Francesco,Male,Gold ,Italy,Men's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1340416-lamon-francesco.htm
LARSEN Niklas,Male,Silver ,Denmark,Men's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1366652-larsen-niklas.htm
MADSEN Frederik,Male,Silver ,Denmark,Men's Team Pursuit,Cycling Track,../../../en/results/cycling-track/athlete-profile-n1366653-madsen-frederik.htm
